Service;Subservice;Area Of Service ;Provinsi;Kab/Kota (Edit);Clnt Id;Clnt Name;Appl Id;Request Reference;Status Simf;Channel;Freq;Freq_Pair;Bwidth;Erp Pwr Dbm;Curr Lic Num;Site Id;Stn Name;Stn Addr;Sid Lat;Sid Long;License Date ;Validity Date ;Ap Id;Tcs Id;Efl Id;Stasiun Lawan;Kab/Kota;NAMA UNIT PELAKSANA TEKNIS;BAND;15 Pita
Land Mobile (private);Standard;JALAN RAYA MANDALIKA 88 PENUJAK, LOMBOK TENGAH, PRAYA BARAT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00116852;DUTA MEGATAMA CIPTA, PT.;035385102020;0988689;Granted;;354.975;354.975;16;36.9897;02363276-000SU/0620202025;0001;HT.01 - BERGERAK SEKITAR ILLIRA LITE HOTEL LOMBOK;JALAN RAYA MANDALIKA 88 PENUJAK;-8.75388889;116.25052778;21/10/2020;20/10/2025;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JALAN BASUKI RAHMAT NO. 2 PRAYA KECAMATAN PRAYA, LOMBOK TENGAH, PRAYA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00115667;RUMAH TAHANAN NEGARA PRAYA;032832112019;0816531;Granted;;150.025;150.025;16;36.9897;02207815-000SU/0620192024;0001;HT. 01 BERGERAK SEKITAR JL. BASUKI RAHMAT NO. 2 PRAYA;JALAN BASUKI RAHMAT NO. 2 PRAYA KECAMATAN PRAYA;-8.70938889;116.27988889;19/11/2019;18/11/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JALAN GAJAH MADA NO. 1 LENENG - PRAYA, LOMBOK TENGAH, PRAYA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00114110;IPDN NTB;030011112018;0663518;Granted;;157.9;157.9;16;36.9897;02066092-000SU/0620182023;0002;HT. 02-05 BERGERAK SEKITAR JL. GAJAH MADA NO. 1 LENENG - PRAYA;JL. GAJAH MADA NO. 1 LENENG - PRAYA;-8.69752778;116.25302778;03/12/2018;02/12/2028;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. DATUK LOPAN, DS. SELONG BELANAK, LOMBOK TENGAH, PRAYA BARAT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00111829;MITRA ALAM, PT.;031946092017;0489584;Granted;;172;172;16;36.9897;01959582-000SU/0620172022;0002;HT.2-4 SEMPIAK VILLAS;JL. DATUK LOPAN, DS. SELONG BELANAK;-8.8715;116.16186111;22/09/2017;20/09/2027;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. RAYA KUTA, DSN. KETAPANG, DS. KUTA, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00111680;WISEMAN, PT.;030847082017;0484766;Granted;;160.025;160.025;25;36.9897;01953249-000SU/0620172022;0001;HT.1 JIVANA RESORT;JL. RAYA KUTA, DSN. KETAPANG, DS. KUTA;-8.88638889;116.27777778;23/08/2017;21/08/2027;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. SENGKOL RANGKAP SATU BYPASS ROAD, KUTA, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00111674;BROWN FAMILY LOMBOK, PT.;030583082017;0484063;Granted;;170.85;170.85;16;36.9897;01953119-000SU/0620172022;0001;HT.1 VILLA JOEY;JL. SENGKOL RANGKAP SATU BYPASS ROAD, KUTA;-8.89348611;116.2971;21/08/2017;19/08/2027;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL RAYA BYPASS BIL KM 2 KEL. PENUJAK KEC. PRAYA BARAT, LOMBOK TENGAH, PRAYA BARAT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00110416;JAYA CIPTA HOTEL, PT.;032483112016;0402429;Granted;;407.075;407.075;16;36.9897;01909662-000SU/0620162021;0002;HT.02-08 BERGERAK SEKITAR JL RAYA BYPASS BIL KM 2;JL RAYA BYPASS BIL KM 2 KEL. PENUJAK KEC. PRAYA BARAT;-8.76144444;116.25955556;28/11/2016;27/11/2026;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. PARIWISATA PANTAI KUTA, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00110419;MELATI ANUGERAH ABADI, PT.;031234092016;0391090;Granted;;171.725;171.725;16;36.9897;01901237-000SU/0620162021;0002;HT.2-5 MELATI RESORT;JL. PARIWISATA PANTAI KUTA;-8.88994444;116.27697222;13/10/2016;12/10/2026;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;BANDARA LOMBOK PRAYA, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;2107;GAPURA ANGKASA, PT.;030267082016;0384759;Granted;;354.1;354.1;16;36.9897;01894185-000SU/0620162021;0002;HT 02 - 04  BERGERAK SEKITAR BANDARA LOMBOK;BANDARA LOMBOK PRAYA;-8.75805556;116.27638889;07/09/2016;06/09/2026;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. BYPASS BIL, LOMBOK TENGAH, NUSA TENGGARA BARAT, PUJU;NUSA TENGGARA BARAT;LOMBOK TENGAH;00106578;ANGKASA PURA SUPORT, PT.;033571042015;0187134;Granted;;170.825;170.825;16;36.9897;01806957-000SU/0620152020;0001;HT.01 - HT.04 BERGERAK SEKITAR BYPASS BIL;JL. BYPASS BIL;-8.75708333;116.27719444;28/04/2015;27/04/2025;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Aeronautical;Ground-To-Air;JL. BYPASS BIL - MANDALIKA, TANAK AWU,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,KETARA;NUSA TENGGARA BARAT;LOMBOK TENGAH;2107;GAPURA ANGKASA, PT.;00058072024;1359/DU/SDPPI/2024;Granted;;131.95;;0;38.45098;;;GAPURA OPERATION FLOPS BANDARA ZAINUDDIN ABDUL MADJID;JL. BYPASS BIL - MANDALIKA, TANAK AWU;-8.76138889;116.27377778;08/07/2024;08/07/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;2. Penerbangan VHF (108 – 137 MHz)
Land Mobile (private);Standard;JALAN STREET CIRCUIT KELURAHAN KUTA, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00119134;RUMAH SAKIT UMUM DAERAH PROVINSI NTB;035712022022;1247485;Granted;;434.25;430.25;25;40;02531002-000SU/0620222027;0002;HT. 01 - 40 BERGERAK DISEKITAR KELURAHAN KUTA;JALAN STREET CIRCUIT KELURAHAN KUTA;-8.89497222;116.30591667;03/02/2022;02/02/2027;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;6. Komrad UHF (430 – 460 MHz)
Broadcast;FM;PRAYA;NUSA TENGGARA BARAT;LOMBOK TENGAH;00114269;RADIO SUARA TASTURA LOMBOK, PT.;013808012019;0676062/1;Granted;;101.4;;300;46.5103;02079060-000SU/2020192024;0001;TASTURA FM;JALAN LENGKOK BUNKATE DESA BAREJULAT KECAMATAN JONGGAT - LOMBOK TENGAH;-8.667;116.24802778;06/03/2024;08/01/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Land Mobile (private);Standard;JALAN RAYA KUTA MONG II DESA KUTAPUJUT LOMBOK TENGAH, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00117872;KUTA EMS LOMBOK, PT.;032421102022;1645408;Granted;;151.125;151.125;16;45.9794;02614719-000SU/2620222027;0001;BS KUTA EMS LOMBOK;JALAN RAYA KUTA MONG II DESA KUTAPUJUT LOMBOK TENGAH;-8.87816667;116.27452778;02/11/2022;01/11/2027;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;;NUSA TENGGARA BARAT;LOMBOK TENGAH;00104669;SATUAN POLISI PAMONG PRAJA PEMERINTAH KABUPATEN LOMBOK TENGAH;037645122023;2996981;Granted;;157.8;152.8;16;45.9794;02803092-000SU/2620232028;0002;BS SATUAN POLISI PAMONG PRAJA KABUPATEN LOMBOK TENGAH;JALAN BUKIT BAKAN  DESA JANAPRIA KECAMATAN JANAPRIA KABUPATEN LOMBOK TENGAH;-8.66833333;116.34888889;22/12/2023;20/12/2028;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL BUKIT BAKAN, DARMAJI, LOMBOK TENGAH, NUSA TENGGARA BARAT, LOMBOK TENGAH, JANAPRIA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;039126122020;1037536;Granted;;351.825;356.825;16;45.9794;02401824-000SU/2620202025;0009;BS. 09 LINK BAKAN-KINTAMANI (19);JL BUKIT BAKAN, DARMAJI, LOMBOK TENGAH, NUSA TENGGARA BARAT;-8.67885;116.35461389;11/12/2020;10/12/2025;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL BUKIT BAKAN, KOPANG, LOMBOK TENGAH, NUSA TENGGARA BARAT, LOMBOK TENGAH, JANAPRIA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;039125122020;1037533;Granted;;166.3;166.3;16;45.9794;02401897-000SU/2620202025;0001;BS. 01 LINK KIT BAKAN (19);JL BUKIT BAKAN, KOPANG, LOMBOK TENGAH, NUSA TENGGARA BARAT;-8.67885;116.35461389;11/12/2020;10/12/2025;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;BENDUNGAN BATUJAI DESA BATUJAI, LOMBOK TENGAH, PRAYA BARAT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00114775;BALAI WILAYAH SUNGAI NUSA TENGGARA 1;030510062019;0727089;Granted;;162.775;167.775;16;45.9794;02119560-000SU/2620192024;0003;BASE STATION BATUJAI;BENDUNGAN BATUJAI DESA BATUJAI;-8.73559167;116.25799722;15/07/2019;14/07/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL YOS SUDARSO NO.2, LOMBOK TENGAH, PRAYA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;039239052019;0709759;Granted;;351.15;356.15;16;45.9794;02110847-000SU/2620192024;0002;BS. KANTOR PELAYANAN;JL YOS SUDARSO NO.2;-8.70797222;116.27217778;29/05/2019;28/05/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;REMBITAN, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00101151;BADAN NASIONAL PENCARIAN DAN PERTOLONGAN (BASARNAS);036359072022;1363365;Granted;;162.8;167.9;16;45.9794;02584374-000SU/2620222027;0001;BS. LOMBOK 1-KUTA;REMBITAN;-8.85386111;116.28675;27/07/2022;26/07/2027;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;"""JL. TANAK AWU, DS. TANAK AWU, PRAYA, LOMBOK TENGAH, NUSA TENGGARA BARAT"",LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,KETARA";NUSA TENGGARA BARAT;LOMBOK TENGAH;4546;PERTAMINA, PT. (PERSERO);030037102024;3570820/1;Granted;;168.9;173.8;25;45.9794;02930514-000SU/2620242029;0001;BS 01  AVIATION FUEL TERMINAL BIL;"""JL. TANAK AWU, DS. TANAK AWU, PRAYA, LOMBOK TENGAH, NUSA TENGGARA BARAT""";-8.77027778;116.27166667;20/11/2024;29/10/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL RAYA SENGKOL, PUJUT, LOMBOK TENGAH, NUSA TENGGARA BARAT, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;037932112020;1023946;Granted;;352.4;352.4;16;45.9794;02393782-000SU/2620202025;0001;BS. LINK DISTRIBUSI KUTA (19);JL RAYA SENGKOL, PUJUT, LOMBOK TENGAH, NUSA TENGGARA BARAT;-8.88958056;116.30586944;27/11/2020;26/11/2025;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. BY PASS TANAK AWU , BANDARA ZAINUDDIN ABDUL MADJID- PRAYA LOMBOK  ,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,PRABU;NUSA TENGGARA BARAT;LOMBOK TENGAH;00108554;ANGKASA PURA II (PERSERO), PT.;035736072024;3454173;Granted;;431.05;432.05;25;45.9794;02907420-000SU/2620242029;0001;BS.API-LOP-WATCH ROOM ARFF;JL. BY PASS TANAK AWU , BANDARA ZAINUDDIN ABDUL MADJID- PRAYA LOMBOK;-8.76416667;116.27694444;23/08/2024;22/08/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;6. Komrad UHF (430 – 460 MHz)
Aeronautical;Ground-To-Air;Bandar Udara Zainuddin Abdul Madjid, Jl. Bypass Lombok Internasional Airport, Tanakawu,,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00112440;PERUM LPPNPI CABANG LOMBOK;00080092023;659/DU/SDPPI/2023;Granted;;118.95;;0;43.9794;;0001;VHF A/G ADC Secondary;Bandar Udara Zainuddin Abdul Madjid, Jl. Bypass Lombok Internasional Airport, Tanakawu,;-8.76333333;116.27611111;12/09/2023;11/09/2028;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;2. Penerbangan VHF (108 – 137 MHz)
Broadcast;DVB-T;NUSA TENGGARA BARAT - 1;NUSA TENGGARA BARAT;LOMBOK TENGAH;2073;LEMBAGA PENYIARAN PUBLIK TELEVISI REPUBLIK INDONESIA;017232112022;1730981;Granted;;538;;8000;77.4794;02648453-000SU/2020222027;0001;TVRI SEGANTENG;JL. PARIWISATA, DESA AIK BUKAK;-8.58758056;116.34707778;21/12/2022;20/12/2027;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;8. Televisi UHF, IMT (478 – 806 MHz)
Land Mobile (private);Standard;JL. BANDARA INT. LOMBOK, TANAK AWU, PRAYA BAR, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;4546;PERTAMINA, PT. (PERSERO);036267022022;1259304;Granted;;170.4;170.4;16;45.9794;02538731-000SU/2620222027;0001;BS. DPPU BANDARA INT. LOMBOK;JL. BANDARA INT. LOMBOK, TANAK AWU, PRAYA BAR;-8.76666667;116.27902778;16/02/2022;15/02/2027;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. BANDARA INT. LOMBOK, TANAK AWU, PRAYA BAR, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;4546;PERTAMINA, PT. (PERSERO);036269022022;1259303;Granted;;173.5;173.5;16;45.9794;02538734-000SU/2620222027;0001;BS. DPPU BANDARA INT. LOMBOK;JL. BANDARA INT. LOMBOK, TANAK AWU, PRAYA BAR;-8.76666667;116.27902778;16/02/2022;15/02/2027;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL RAYA SENGKOL KUTA, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;037618102021;1185257;Granted;;350.25;355.25;16;45.9794;02492471-000SU/2620212026;0005;BS. 05 GI KUTA (19);JL RAYA SENGKOL KUTA;-8.88928611;116.30613056;19/10/2021;18/10/2026;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL RAYA BAKAN, LOMBOK TENGAH, JANAPRIA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;038094102021;1189410;Granted;;357;352;16;45.9794;02494414-000SU/2620212026;00011;BS. 11 BAKAN (19);JL RAYA BAKAN;-8.67885;116.35461389;22/10/2021;21/10/2026;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL BUKIT BAKAN, DARMAJI, LOMBOK TENGAH, JANAPRIA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;035132032021;1109360;Granted;;351.175;356.175;16;45.9794;02450250-000SU/2620212026;0009;10. BS. LINK BAKAN-KINTAMANI (19);JL BUKIT BAKAN, DARMAJI;-8.67888889;116.35472222;11/05/2021;10/05/2026;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Broadcast;FM;PRAYA;NUSA TENGGARA BARAT;LOMBOK TENGAH;00110137;RADIO MITRA TARA PERSADA FM, PT.;011114082016;0381761;Granted;;95.5;;300;65.861;01889876-000SU/2020162021;0001;TARA FM;JL. RAYA PUYUNG NO.11, KEL. PUYUNG;-8.66883056;116.21865;23/08/2016;22/08/2026;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Land Mobile (private);Standard;JL AHMAD YANI, LOMBOK TENGAH, PRAYA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;039287052019;0710259;Granted;;351.7;356.7;16;48.13;02111770-000SU/2620192024;0001;BS. ULP SELONG;JL AHMAD YANI;-8.70805556;116.27166667;31/05/2019;30/05/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL YOS SUDARSO NO.2, LOMBOK TENGAH, PRAYA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;039350052019;0710212;Granted;;351.975;356.975;16;45.9794;02111837-000SU/2620192024;0002;BS. KANTOR PELAYANAN;JL YOS SUDARSO NO.2;-8.70797222;116.27217778;31/05/2019;30/05/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL RAYA BATU NYALA, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;035078082019;0742292;Granted;;351.55;356.55;16;45.9794;02136493-000SU/2620192024;0007;BS. KJ SENGKOL;JL RAYA BATU NYALA;-8.79722222;116.29555556;28/08/2019;27/08/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JALAN TGH. IBRAHIM AL-KHALIDY KELURAHAN BAGU, LOMBOK TENGAH, PRINGGARATA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00103494;PLN (PERSERO), PT.;036813042019;0699157;Granted;;364.075;364.075;16;45.9794;02099794-000SU/2620192024;0004;BS. SLAVE LBS BAGU;JALAN TGH. IBRAHIM AL-KHALIDY KELURAHAN BAGU;-8.64059444;116.18606389;16/04/2019;15/04/2029;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. BY PASS BANDARA INTERNASIONAL LOMBOK, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00112757;ANGKASA PURA, PT.;038508022018;0568953;Granted;;430.65;434.65;16;48.9794;02018858-000SU/2620182023;0003;BASE ENGENERING;JL. BY PASS BANDARA INTERNASIONAL LOMBOK;-8.76677778;116.27944444;20/03/2018;19/03/2028;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;6. Komrad UHF (430 – 460 MHz)
Broadcast;FM;2,5 KILOMETER DARI LOKASI ANTENA PEMANCAR;NUSA TENGGARA BARAT;LOMBOK TENGAH;00113014;PERKUMPULAN RADIO KOMUNITAS TALENTA FM;011897042018;0602390;Granted;;107.7;;300;44.77121;02030456-000SU/2020182023;0001;TALENTA FM;DUSUN TIMUK RURUNG, KEL. BAREJULAT;-8.66194444;116.25016667;02/05/2018;01/05/2028;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Broadcast;FM;PRAYA;NUSA TENGGARA BARAT;LOMBOK TENGAH;9352;RADIO PUTRIMANDALIKA BUANA SWARA, PT;012216112021;1199181;Granted;;88;;300;64.2918;02499724-000SU/2020212026;0001;MANDALIKA LOMBOK 88.0 FM;GEDUNG PERTOKOAN PRAYA JL . JENDERAL SUDIRMAN LT. 2 NO. 17;-8.71277778;116.27138889;11/11/2021;10/11/2026;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Broadcast;FM;PRAYA;NUSA TENGGARA BARAT;LOMBOK TENGAH;00104683;RADIO GEMA SUARA LOMBOK SATU, PT.;010452082023;2645987;Granted;;102.2;;300;63.1619;02749991-000SU/2020232028;0001;RADIO LOMBOK 102.2 FM;JALAN ANYELIR NO. 36 A, KELURAHAN PRAPEN, KECAMATAM PRAYA LOMBOK TENGAH;-8.71141389;116.2703;08/09/2023;06/09/2028;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Broadcast;FM;PRAYA;NUSA TENGGARA BARAT;LOMBOK TENGAH;00114169;RADIO RIZKI BAROKAH, PT.;013584112018;0662094;Granted;;88.8;;300;66.5102;02066779-000SU/2020182023;0001;BAROKAH FM;Jalan Raya Puyung No:11 Waker;-8.68934722;116.24591389;05/12/2018;04/12/2028;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Land Mobile (private);Standard;REMBITAN, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00101151;BADAN NASIONAL PENCARIAN DAN PERTOLONGAN (BASARNAS);036359072022;1363365;Granted;;167.9;162.8;16;52.0206;02584376-000SU/2620222027;0003;REP. LOMBOK 1-KUTA;REMBITAN;-8.85386111;116.28675;27/07/2022;26/07/2027;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;BUKIT BATIK BANTAR, DESA KUTA,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;LOMBOK TENGAH;00115764;PENGEMBANGAN PARIWISATA INDONESIA (PERSERO), PT.;038619072023;2338602;Granted;;355.35;350.35;25;48.0206;02724372-000SU/2620232028;0001;REP. ITDC;BUKIT BATIK BANTAR, DESA KUTA;-8.90327778;116.3125;12/07/2023;10/07/2028;;;;;LOMBOK TENGAH;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
